tipo,quartos,preço,bairro,cidade,estado,área construida,anunciante,data do anuncio,url,data da coleta,hora da coleta
Terrenos,,R$ 260.000,,São Jorge D&x27;Oeste,PR,1100m²,Imoblist,14/08/2023,https://pr.olx.com.br/regiao-de-francisco-beltrao-e-pato-branco/terrenos/lotes-e-terrenos-no-condominio-e-marinas-aguas-claras-sao-jorge-do-oeste-pr-lotes-acima-1222247984,05/Oct/2023,19:53:05
