tipo,quartos,preço,bairro,cidade,estado,área construida,anunciante,data do anuncio,url,data da coleta,hora da coleta
Terrenos,,R$ 16.000,,Olhos D&x27;Água,MG,325m²,marcosmg95,25/09/2023,https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/terrenos/lote-de-325-m-em-olhos-d-agua-preco-imperdivel-1237513445,04/Oct/2023,23:39:09
Terrenos,,R$ 40.000,,Olhos D&x27;Água,MG,360m²,manuele dos reis,13/09/2023,https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/terrenos/vendo-lote-360m-12x35-em-olhos-d-agua-1233218982,04/Oct/2023,23:39:09
Terrenos,,R$ 35.000,,Olhos D&x27;Água,MG,,kamilaalmeida43,23/08/2023,https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/terrenos/lote-em-olhos-d-agua-mg-1225409883,04/Oct/2023,23:39:09
