tipo,quartos,preço,bairro,cidade,estado,área construida,anunciante,data do anuncio,url,data da coleta,hora da coleta
Terrenos,,R$ 330.000,Centro,Boa Vista do Sul,RS,20000m²,Crédito Real | Garibaldi,29/03/2023,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/terrenos/terreno-amplo-em-otima-localizacao-1090877720,06/Oct/2023,15:29:08
