tipo,quartos,preço,bairro,cidade,estado,área construida,anunciante,data do anuncio,url,data da coleta,hora da coleta
Venda - casa em rua pública,1,R$ 320.000,,São João D&x27;Aliança,GO,675m²,LUIS ROBERTO CORRETOR DE IMOVEIS,19/05/2023,https://go.olx.com.br/grande-goiania-e-anapolis/imoveis/casa-para-venda-possui-675-metros-quadrados-com-1-quarto-em-alianca-sao-joao-d-alianca-1187518380,03/Oct/2023,15:57:23
Outros,,R$ 6.000.000,,São João D&x27;Aliança,GO,16500m²,renata,20/09/2023,https://go.olx.com.br/grande-goiania-e-anapolis/terrenos/grande-oportunidade-na-chapada-dos-veadeiros-4-mil-m-de-area-construida-1235882799,03/Oct/2023,15:57:24
Terrenos,,R$ 1.200.000,,São João D&x27;Aliança,GO,9000m²,mary,09/08/2023,https://go.olx.com.br/grande-goiania-e-anapolis/terrenos/venda-1220189824,03/Oct/2023,15:57:26
Terrenos,,R$ 8.300.000,,São João D&x27;Aliança,GO,,V. A.,26/08/2023,https://go.olx.com.br/grande-goiania-e-anapolis/terrenos/fazenda-em-sao-joao-d-alianca-1226732110,03/Oct/2023,15:57:26
Venda - casa em rua pública,4,R$ 320.000,,São João D&x27;Aliança,GO,480m²,Barone,12/09/2023,https://go.olx.com.br/grande-goiania-e-anapolis/imoveis/casa-na-chapada-dos-veadeiros-em-sao-joao-d-alianca-go-1232958491,03/Oct/2023,15:57:26
