tipo,quartos,preço,bairro,cidade,estado,área construida,anunciante,data do anuncio,url,data da coleta,hora da coleta
Terrenos,,R$ 170.026,,Itaporanga D&x27;Ajuda,SE,2000m²,ADRIANO BERNARDES,06/10/2023,https://se.olx.com.br/sergipe/terrenos/chacara-itaporanga-d-ajuda-1241140561,08/Oct/2023,19:14:35
Terrenos,,R$ 98.185,,Itaporanga D&x27;Ajuda,SE,525m²,ADRIANO BERNARDES,08/10/2023,https://se.olx.com.br/sergipe/terrenos/fazenda-real-lote-quitado-com-525m-1241605107,08/Oct/2023,19:14:35
Terrenos,,R$ 120.136,,Itaporanga D&x27;Ajuda,SE,525m²,ANDERSON FRANCA SANTANA,07/10/2023,https://se.olx.com.br/sergipe/terrenos/fazenda-real-lote-m-c-1241338651,08/Oct/2023,19:14:35
Terrenos,,R$ 98.012,,Itaporanga D&x27;Ajuda,SE,525m²,ADRIANO BERNARDES,08/10/2023,https://se.olx.com.br/sergipe/terrenos/fazenda-real-lote-quitado-com-525m-1241475876,08/Oct/2023,19:14:35
Terrenos,,R$ 98.124,,Itaporanga D&x27;Ajuda,SE,525m²,ADRIANO BERNARDES,07/10/2023,https://se.olx.com.br/sergipe/terrenos/fazenda-real-lote-quitado-com-525m-1241242373,08/Oct/2023,19:14:35
Terrenos,,R$ 59.999,,Itaporanga D&x27;Ajuda,SE,525m²,GABRIEL CAVALCANTI IMÓVEIS,07/10/2023,https://se.olx.com.br/sergipe/terrenos/urgente-lote-quitado-lote-no-fazenda-real-1-525m2-melhor-posicao-pelo-menor-preco-1235333620,08/Oct/2023,19:14:35
Terrenos,,R$ 98.133,,Itaporanga D&x27;Ajuda,SE,525m²,Anderson C 2991,07/10/2023,https://se.olx.com.br/sergipe/terrenos/fazenda-real-1-1241240751,08/Oct/2023,19:14:35
Terrenos,,R$ 98.016,,Itaporanga D&x27;Ajuda,SE,525m²,ADRIANO BERNARDES,06/10/2023,https://se.olx.com.br/sergipe/terrenos/fazenda-real-lote-quitado-com-525m-1241140978,08/Oct/2023,19:14:35
Terrenos,,R$ 87.050,,Itaporanga D&x27;Ajuda,SE,579m²,ADRIANO BERNARDES,06/10/2023,https://se.olx.com.br/sergipe/terrenos/fazenda-real-lote-com-550-m-1241090117,08/Oct/2023,19:14:35
Terrenos,,R$ 98.074,,Itaporanga D&x27;Ajuda,SE,525m²,Anderson C 2991,08/10/2023,https://se.olx.com.br/sergipe/terrenos/fazenda-real-1-1241475188,08/Oct/2023,19:14:35
Terrenos,,R$ 120.069,,Itaporanga D&x27;Ajuda,SE,525m²,ANDERSON FRANCA SANTANA,08/10/2023,https://se.olx.com.br/sergipe/terrenos/fazenda-real-lote-m-c-1241551588,08/Oct/2023,19:14:35
Terrenos,,R$ 98.100,,Itaporanga D&x27;Ajuda,SE,525m²,Anderson C 2991,08/10/2023,https://se.olx.com.br/sergipe/terrenos/fazenda-real-1-1241544388,08/Oct/2023,19:14:35
Terrenos,,R$ 170.122,,Itaporanga D&x27;Ajuda,SE,2000m²,ADRIANO BERNARDES,08/10/2023,https://se.olx.com.br/sergipe/terrenos/chacara-itaporanga-d-ajuda-1241475906,08/Oct/2023,19:14:35
Terrenos,,R$ 110.000,,Itaporanga D&x27;Ajuda,SE,525m²,Fred,07/10/2023,https://se.olx.com.br/sergipe/terrenos/fazenda-real-sergipe-lote-a-venda-quitado-iptu-2023-pago-1009685928,08/Oct/2023,19:14:35
Terrenos,,R$ 250.151,,Itaporanga D&x27;Ajuda,SE,,Lucas Santos,08/10/2023,https://se.olx.com.br/sergipe/terrenos/sitio-pov-sape-itaporanga-d-ajuda-1241714313,08/Oct/2023,19:14:35
Terrenos,,R$ 90.008,,Itaporanga D&x27;Ajuda,SE,525m²,Robson F. Silva,07/10/2023,https://se.olx.com.br/sergipe/terrenos/fazenda-real-residence-caueira-1241162678,08/Oct/2023,19:14:35
Terrenos,,R$ 250.019,,Itaporanga D&x27;Ajuda,SE,,Lucas Santos,06/10/2023,https://se.olx.com.br/sergipe/terrenos/sitio-pov-sape-itaporanga-d-ajuda-1241108708,08/Oct/2023,19:14:35
Terrenos,,R$ 98.002,,Itaporanga D&x27;Ajuda,SE,525m²,Anderson C 2991,07/10/2023,https://se.olx.com.br/sergipe/terrenos/fazenda-real-1-1241185855,08/Oct/2023,19:14:35
Terrenos,,R$ 87.062,,Itaporanga D&x27;Ajuda,SE,579m²,ADRIANO BERNARDES,06/10/2023,https://se.olx.com.br/sergipe/terrenos/fazenda-real-lote-com-550-m-1241021042,08/Oct/2023,19:14:36
Terrenos,,R$ 98.015,,Itaporanga D&x27;Ajuda,SE,525m²,ADRIANO BERNARDES,06/10/2023,https://se.olx.com.br/sergipe/terrenos/fazenda-real-lote-quitado-com-525m-1241030082,08/Oct/2023,19:14:36
Terrenos,,R$ 170.119,,Itaporanga D&x27;Ajuda,SE,2000m²,ADRIANO BERNARDES,04/10/2023,https://se.olx.com.br/sergipe/terrenos/chacara-itaporanga-d-ajuda-1240426627,08/Oct/2023,19:14:36
Terrenos,,R$ 98.087,,Itaporanga D&x27;Ajuda,SE,525m²,Anderson C 2991,06/10/2023,https://se.olx.com.br/sergipe/terrenos/fazenda-real-1-1241086207,08/Oct/2023,19:14:36
Terrenos,,R$ 115.181,,Itaporanga D&x27;Ajuda,SE,525m²,Concept Imobi,04/10/2023,https://se.olx.com.br/sergipe/terrenos/fazenda-real-89258-1240207032,08/Oct/2023,19:14:36
Terrenos,,R$ 98.069,,Itaporanga D&x27;Ajuda,SE,525m²,ADRIANO BERNARDES,04/10/2023,https://se.olx.com.br/sergipe/terrenos/fazenda-real-lote-quitado-com-525m-1240426407,08/Oct/2023,19:14:36
Terrenos,,R$ 98.018,,Itaporanga D&x27;Ajuda,SE,525m²,Anderson C 2991,05/10/2023,https://se.olx.com.br/sergipe/terrenos/fazenda-real-1-1240770879,08/Oct/2023,19:14:36
Terrenos,,R$ 170.122,,Itaporanga D&x27;Ajuda,SE,2000m²,ADRIANO BERNARDES,05/10/2023,https://se.olx.com.br/sergipe/terrenos/chacara-itaporanga-d-ajuda-1240772562,08/Oct/2023,19:14:36
Terrenos,,R$ 150.000,,Itaporanga D&x27;Ajuda,SE,900m²,Rodrigo Pereira Mota,03/10/2023,https://se.olx.com.br/sergipe/terrenos/lote-em-condominio-fechado-com-acesso-privativo-ao-rio-em-um-condomino-com-estrutra-propr-1239982508,08/Oct/2023,19:14:36
Terrenos,,R$ 120.059,,Itaporanga D&x27;Ajuda,SE,525m²,ANDERSON FRANCA SANTANA,06/10/2023,https://se.olx.com.br/sergipe/terrenos/fazenda-real-lote-m-c-1240927279,08/Oct/2023,19:14:36
Terrenos,,R$ 87.055,,Itaporanga D&x27;Ajuda,SE,579m²,ADRIANO BERNARDES,04/10/2023,https://se.olx.com.br/sergipe/terrenos/fazenda-real-lote-com-550-m-1240426275,08/Oct/2023,19:14:36
Terrenos,,R$ 115.196,,Itaporanga D&x27;Ajuda,SE,525m²,Concept Imobi,06/10/2023,https://se.olx.com.br/sergipe/terrenos/fazenda-real-89258-1240797606,08/Oct/2023,19:14:36
Terrenos,,R$ 22.000,,Itaporanga D&x27;Ajuda,SE,,Maycon S.,05/10/2023,https://se.olx.com.br/sergipe/terrenos/terreno-em-itaporanga-d-ajuda-1240490836,08/Oct/2023,19:14:36
Terrenos,,R$ 170.029,,Itaporanga D&x27;Ajuda,SE,2000m²,ADRIANO BERNARDES,04/10/2023,https://se.olx.com.br/sergipe/terrenos/chacara-itaporanga-d-ajuda-1240198636,08/Oct/2023,19:14:36
Terrenos,,R$ 250.011,,Itaporanga D&x27;Ajuda,SE,,Lucas Santos,06/10/2023,https://se.olx.com.br/sergipe/terrenos/sitio-pov-sape-itaporanga-d-ajuda-1241031485,08/Oct/2023,19:14:36
Terrenos,,R$ 120.000,,Itaporanga D&x27;Ajuda,SE,525m²,Márcio Gabriel Corretor,04/10/2023,https://se.olx.com.br/sergipe/terrenos/lote-no-cond-fazenda-real-1-1105194547,08/Oct/2023,19:14:36
Terrenos,,R$ 115.013,,Itaporanga D&x27;Ajuda,SE,525m²,Concept Imobi,06/10/2023,https://se.olx.com.br/sergipe/terrenos/fazenda-real-89258-1241050552,08/Oct/2023,19:14:36
Terrenos,,R$ 250.147,,Itaporanga D&x27;Ajuda,SE,,Lucas Santos,05/10/2023,https://se.olx.com.br/sergipe/terrenos/sitio-pov-sape-itaporanga-d-ajuda-1240560334,08/Oct/2023,19:14:36
Terrenos,,R$ 98.173,,Itaporanga D&x27;Ajuda,SE,525m²,ADRIANO BERNARDES,05/10/2023,https://se.olx.com.br/sergipe/terrenos/fazenda-real-lote-quitado-com-525m-1240772224,08/Oct/2023,19:14:36
Terrenos,,R$ 98.182,,Itaporanga D&x27;Ajuda,SE,525m²,ADRIANO BERNARDES,05/10/2023,https://se.olx.com.br/sergipe/terrenos/fazenda-real-lote-quitado-com-525m-1240570492,08/Oct/2023,19:14:36
Terrenos,,R$ 115.158,,Itaporanga D&x27;Ajuda,SE,525m²,Concept Imobi,03/10/2023,https://se.olx.com.br/sergipe/terrenos/fazenda-real-89258-1239822928,08/Oct/2023,19:14:36
Terrenos,,null,,Itaporanga D&x27;Ajuda,SE,220000m²,Almeida,04/10/2023,https://se.olx.com.br/sergipe/terrenos/terreno-22-hectares-para-instalacao-de-usina-solar-1240373059,08/Oct/2023,19:14:36
Terrenos,,R$ 115.180,,Itaporanga D&x27;Ajuda,SE,525m²,Concept Imobi,03/10/2023,https://se.olx.com.br/sergipe/terrenos/fazenda-real-89258-1239981397,08/Oct/2023,19:14:36
Terrenos,,R$ 87.065,,Itaporanga D&x27;Ajuda,SE,579m²,ADRIANO BERNARDES,05/10/2023,https://se.olx.com.br/sergipe/terrenos/fazenda-real-lote-com-550-m-1240773248,08/Oct/2023,19:14:36
Terrenos,,R$ 170.135,,Itaporanga D&x27;Ajuda,SE,2000m²,ADRIANO BERNARDES,03/10/2023,https://se.olx.com.br/sergipe/terrenos/chacara-itaporanga-d-ajuda-1239934587,08/Oct/2023,19:14:36
Terrenos,,R$ 98.006,,Itaporanga D&x27;Ajuda,SE,525m²,ADRIANO BERNARDES,04/10/2023,https://se.olx.com.br/sergipe/terrenos/fazenda-real-lote-quitado-com-525m-1240202642,08/Oct/2023,19:14:36
Terrenos,,R$ 87.096,,Itaporanga D&x27;Ajuda,SE,579m²,ADRIANO BERNARDES,03/10/2023,https://se.olx.com.br/sergipe/terrenos/fazenda-real-lote-com-550-m-1239960874,08/Oct/2023,19:14:36
Terrenos,,R$ 98.039,,Itaporanga D&x27;Ajuda,SE,525m²,Anderson C 2991,06/10/2023,https://se.olx.com.br/sergipe/terrenos/fazenda-real-1-1240843483,08/Oct/2023,19:14:36
Terrenos,,R$ 24.000,,Itaporanga D&x27;Ajuda,SE,520m²,Walgon jose,02/10/2023,https://se.olx.com.br/sergipe/terrenos/vende-se-ou-troca-terreno-no-povoado-sape-itaporanga-1239712152,08/Oct/2023,19:14:36
Terrenos,,R$ 87.183,,Itaporanga D&x27;Ajuda,SE,579m²,ADRIANO BERNARDES,05/10/2023,https://se.olx.com.br/sergipe/terrenos/fazenda-real-lote-com-550-m-1240566550,08/Oct/2023,19:14:36
Terrenos,,R$ 210.000,,Itaporanga D&x27;Ajuda,SE,1255m²,Adriele Souza,05/10/2023,https://se.olx.com.br/sergipe/terrenos/vendo-lote-em-condominio-de-casas-com1255m-caueira-itaporanga-se-1217375893,08/Oct/2023,19:14:36
Terrenos,,R$ 250.125,,Itaporanga D&x27;Ajuda,SE,,Lucas Santos,04/10/2023,https://se.olx.com.br/sergipe/terrenos/sitio-pov-sape-itaporanga-d-ajuda-1240200344,08/Oct/2023,19:14:36
Terrenos,,R$ 115.027,,Itaporanga D&x27;Ajuda,SE,525m²,Concept Imobi,05/10/2023,https://se.olx.com.br/sergipe/terrenos/fazenda-real-89258-1240592980,08/Oct/2023,19:14:37
Terrenos,,R$ 170.116,,Itaporanga D&x27;Ajuda,SE,2000m²,ADRIANO BERNARDES,06/10/2023,https://se.olx.com.br/sergipe/terrenos/chacara-itaporanga-d-ajuda-1241030136,08/Oct/2023,19:14:37
Terrenos,,R$ 87.040,,Itaporanga D&x27;Ajuda,SE,579m²,ADRIANO BERNARDES,04/10/2023,https://se.olx.com.br/sergipe/terrenos/fazenda-real-lote-com-550-m-1240425761,08/Oct/2023,19:14:37
Terrenos,,R$ 22.000,,Itaporanga D&x27;Ajuda,SE,,Milton,05/10/2023,https://se.olx.com.br/sergipe/terrenos/terreno-em-itaporanga-d-ajuda-1240538767,08/Oct/2023,19:14:37
Terrenos,,R$ 170.033,,Itaporanga D&x27;Ajuda,SE,2000m²,ADRIANO BERNARDES,05/10/2023,https://se.olx.com.br/sergipe/terrenos/chacara-itaporanga-d-ajuda-1240561722,08/Oct/2023,19:14:37
Terrenos,,R$ 98.178,,Itaporanga D&x27;Ajuda,SE,525m²,ADRIANO BERNARDES,03/10/2023,https://se.olx.com.br/sergipe/terrenos/fazenda-real-lote-quitado-com-525m-1239960464,08/Oct/2023,19:14:37
Terrenos,,R$ 110.071,,Itaporanga D&x27;Ajuda,SE,525m²,Concept Imobi,06/10/2023,https://se.olx.com.br/sergipe/terrenos/lote-na-fazenda-real-53618-1240875729,08/Oct/2023,19:14:38
Terrenos,,R$ 110.142,,Itaporanga D&x27;Ajuda,SE,525m²,Concept Imobi,08/10/2023,https://se.olx.com.br/sergipe/terrenos/lote-na-fazenda-real-53618-1241607311,08/Oct/2023,19:14:38
Terrenos,,R$ 240.151,,Itaporanga D&x27;Ajuda,SE,1200m²,Gildenes Matos,29/09/2023,https://se.olx.com.br/sergipe/terrenos/terreno-condominio-fazenda-real-1-sergipe-1238626072,08/Oct/2023,19:14:38
Terrenos,,R$ 240.145,,Itaporanga D&x27;Ajuda,SE,1200m²,Gildenes Matos,06/10/2023,https://se.olx.com.br/sergipe/terrenos/terreno-condominio-fazenda-real-1-sergipe-1240905847,08/Oct/2023,19:14:38
Terrenos,,R$ 125.000,,Itaporanga D&x27;Ajuda,SE,650m²,Planeta Imóveis LTDA,29/09/2023,https://se.olx.com.br/sergipe/terrenos/terreno-a-venda-650-m-por-r-125-000-00-caueira-itaporanga-d-ajuda-se-1238589118,08/Oct/2023,19:14:38
Terrenos,,R$ 240.176,,Itaporanga D&x27;Ajuda,SE,1200m²,Gildenes Matos,08/10/2023,https://se.olx.com.br/sergipe/terrenos/terreno-condominio-fazenda-real-1-sergipe-1241627985,08/Oct/2023,19:14:38
Terrenos,,R$ 10.000,,Itaporanga D&x27;Ajuda,SE,375m²,Genilza Santos - Corretora de Imóveis,28/09/2023,https://se.olx.com.br/sergipe/terrenos/fazenda-real-1194293289,08/Oct/2023,19:14:38
Terrenos,,R$ 120.151,,Itaporanga D&x27;Ajuda,SE,525m²,Alberto Henrique - Concept Imobi,07/10/2023,https://se.olx.com.br/sergipe/terrenos/lote-no-condominio-fazenda-real-1-oportunidade-1241184519,08/Oct/2023,19:14:38
Terrenos,,R$ 90.109,,Itaporanga D&x27;Ajuda,SE,525m²,Robson F. Silva,29/09/2023,https://se.olx.com.br/sergipe/terrenos/fazenda-real-residence-caueira-1238600726,08/Oct/2023,19:14:38
Terrenos,,R$ 20.000,,Itaporanga D&x27;Ajuda,SE,,Victor Enrique,27/09/2023,https://se.olx.com.br/sergipe/terrenos/terreno-em-itaporanga-povoado-sape-1238197078,08/Oct/2023,19:14:38
Terrenos,,null,,Itaporanga D&x27;Ajuda,SE,400m²,Sandro,29/09/2023,https://se.olx.com.br/sergipe/terrenos/terreno-area-nobre-caueira-a-120-mts-da-praia-1238682777,08/Oct/2023,19:14:38
Terrenos,,R$ 240.073,,Itaporanga D&x27;Ajuda,SE,1200m²,Gildenes Matos,07/10/2023,https://se.olx.com.br/sergipe/terrenos/terreno-condominio-fazenda-real-1-sergipe-1241291235,08/Oct/2023,19:14:38
Terrenos,,R$ 110.007,,Itaporanga D&x27;Ajuda,SE,525m²,Concept Imobi,08/10/2023,https://se.olx.com.br/sergipe/terrenos/lote-na-fazenda-real-53618-1241496584,08/Oct/2023,19:14:38
Terrenos,,R$ 110.195,,Itaporanga D&x27;Ajuda,SE,525m²,Concept Imobi,07/10/2023,https://se.olx.com.br/sergipe/terrenos/lote-na-fazenda-real-53618-1241157386,08/Oct/2023,19:14:38
Terrenos,,null,,Itaporanga D&x27;Ajuda,SE,25m²,leandrosurfsk8,30/09/2023,https://se.olx.com.br/sergipe/terrenos/vendo-terreno-10x25-1238938104,08/Oct/2023,19:14:38
Terrenos,,R$ 1.500.114,,Itaporanga D&x27;Ajuda,SE,343m²,Concept Imobi,06/10/2023,https://se.olx.com.br/sergipe/terrenos/sitio-papagaio-50679-1240796291,08/Oct/2023,19:14:38
Terrenos,,R$ 1.500.001,,Itaporanga D&x27;Ajuda,SE,343m²,Concept Imobi,06/10/2023,https://se.olx.com.br/sergipe/terrenos/sitio-papagaio-50679-1240875717,08/Oct/2023,19:14:38
Terrenos,,R$ 1.500.074,,Itaporanga D&x27;Ajuda,SE,343m²,Concept Imobi,08/10/2023,https://se.olx.com.br/sergipe/terrenos/sitio-papagaio-50679-1241496331,08/Oct/2023,19:14:38
Terrenos,,R$ 1.500.057,,Itaporanga D&x27;Ajuda,SE,343m²,Concept Imobi,07/10/2023,https://se.olx.com.br/sergipe/terrenos/sitio-papagaio-50679-1241247661,08/Oct/2023,19:14:38
Terrenos,,R$ 60.171,,Itaporanga D&x27;Ajuda,SE,525m²,ADRIANO BERNARDES,29/09/2023,https://se.olx.com.br/sergipe/terrenos/fazenda-real-lote-com-525-m-1238864399,08/Oct/2023,19:14:38
Terrenos,,R$ 120.176,,Itaporanga D&x27;Ajuda,SE,525m²,Alberto Henrique - Concept Imobi,07/10/2023,https://se.olx.com.br/sergipe/terrenos/lote-no-condominio-fazenda-real-1-oportunidade-1241316686,08/Oct/2023,19:14:38
Terrenos,,R$ 1.500.157,,Itaporanga D&x27;Ajuda,SE,343m²,Concept Imobi,06/10/2023,https://se.olx.com.br/sergipe/terrenos/sitio-papagaio-50679-1241130624,08/Oct/2023,19:14:38
Terrenos,,R$ 120.130,,Itaporanga D&x27;Ajuda,SE,525m²,Alberto Henrique - Concept Imobi,08/10/2023,https://se.olx.com.br/sergipe/terrenos/lote-no-condominio-fazenda-real-1-oportunidade-1241636872,08/Oct/2023,19:14:38
Terrenos,,R$ 65.000,,Itaporanga D&x27;Ajuda,SE,,nalva,29/09/2023,https://se.olx.com.br/sergipe/terrenos/terreno-em-itaporanga-d-ajuda-1238725867,08/Oct/2023,19:14:38
Terrenos,,R$ 120.173,,Itaporanga D&x27;Ajuda,SE,525m²,Alberto Henrique - Concept Imobi,06/10/2023,https://se.olx.com.br/sergipe/terrenos/lote-no-condominio-fazenda-real-1-oportunidade-1240926832,08/Oct/2023,19:14:38
Terrenos,,R$ 75.000,,Itaporanga D&x27;Ajuda,SE,6000m²,Luana Menezes Dantas,27/09/2023,https://se.olx.com.br/sergipe/terrenos/terreno-com-6-tarefas-de-terras-no-povoado-colonia-tejupeba-1-1238177013,08/Oct/2023,19:14:38
Terrenos,,R$ 115.079,,Itaporanga D&x27;Ajuda,SE,525m²,Concept Imobi,04/10/2023,https://se.olx.com.br/sergipe/terrenos/fazenda-real-89258-1240447522,08/Oct/2023,19:14:38
Terrenos,,R$ 120.083,,Itaporanga D&x27;Ajuda,SE,525m²,Alberto Henrique - Concept Imobi,06/10/2023,https://se.olx.com.br/sergipe/terrenos/lote-no-condominio-fazenda-real-1-oportunidade-1240836402,08/Oct/2023,19:14:38
Terrenos,,R$ 1.500.009,,Itaporanga D&x27;Ajuda,SE,343m²,Concept Imobi,08/10/2023,https://se.olx.com.br/sergipe/terrenos/sitio-papagaio-50679-1241607865,08/Oct/2023,19:14:38
Terrenos,,R$ 110.036,,Itaporanga D&x27;Ajuda,SE,525m²,Concept Imobi,06/10/2023,https://se.olx.com.br/sergipe/terrenos/lote-na-fazenda-real-53618-1240797199,08/Oct/2023,19:14:38
Terrenos,,R$ 98.049,,Itaporanga D&x27;Ajuda,SE,525m²,Anderson C 2991,06/10/2023,https://se.olx.com.br/sergipe/terrenos/fazenda-real-1-1241018083,08/Oct/2023,19:14:38
Terrenos,,R$ 240.188,,Itaporanga D&x27;Ajuda,SE,1200m²,Gildenes Matos,07/10/2023,https://se.olx.com.br/sergipe/terrenos/terreno-condominio-fazenda-real-1-sergipe-1241172522,08/Oct/2023,19:14:38
Terrenos,,R$ 170.153,,Itaporanga D&x27;Ajuda,SE,2000m²,ADRIANO BERNARDES,29/09/2023,https://se.olx.com.br/sergipe/terrenos/chacara-itaporanga-d-ajuda-1238660210,08/Oct/2023,19:14:38
Terrenos,,R$ 120.020,,Itaporanga D&x27;Ajuda,SE,525m²,Alberto Henrique - Concept Imobi,08/10/2023,https://se.olx.com.br/sergipe/terrenos/lote-no-condominio-fazenda-real-1-oportunidade-1241642730,08/Oct/2023,19:14:38
Terrenos,,R$ 115.032,,Itaporanga D&x27;Ajuda,SE,525m²,Concept Imobi,02/10/2023,https://se.olx.com.br/sergipe/terrenos/fazenda-real-89258-1239561504,08/Oct/2023,19:14:38
Terrenos,,R$ 170.048,,Itaporanga D&x27;Ajuda,SE,2000m²,ADRIANO BERNARDES,25/09/2023,https://se.olx.com.br/sergipe/terrenos/chacara-itaporanga-d-ajuda-1237467996,08/Oct/2023,19:14:40
Terrenos,,R$ 110.160,,Itaporanga D&x27;Ajuda,SE,525m²,Concept Imobi,03/10/2023,https://se.olx.com.br/sergipe/terrenos/lote-na-fazenda-real-53618-1239823045,08/Oct/2023,19:14:40
Terrenos,,R$ 27.000,,Itaporanga D&x27;Ajuda,SE,108m²,Beto,27/09/2023,https://se.olx.com.br/sergipe/terrenos/tereno-na-praia-da-caueira-12x9-1238005778,08/Oct/2023,19:14:40
Terrenos,,R$ 110.114,,Itaporanga D&x27;Ajuda,SE,525m²,Concept Imobi,02/10/2023,https://se.olx.com.br/sergipe/terrenos/lote-na-fazenda-real-53618-1239560019,08/Oct/2023,19:14:40
Terrenos,,R$ 120.151,,Itaporanga D&x27;Ajuda,SE,525m²,Alberto Henrique - Concept Imobi,05/10/2023,https://se.olx.com.br/sergipe/terrenos/lote-no-condominio-fazenda-real-1-oportunidade-1240656282,08/Oct/2023,19:14:40
Terrenos,,R$ 35.000,,Itaporanga D&x27;Ajuda,SE,375m²,Ane,24/09/2023,https://se.olx.com.br/sergipe/terrenos/lotes-a-venda-com-375-metros-quadrados-na-caueira-1236999425,08/Oct/2023,19:14:40
Terrenos,,R$ 1.500.183,,Itaporanga D&x27;Ajuda,SE,343m²,Concept Imobi,03/10/2023,https://se.olx.com.br/sergipe/terrenos/sitio-papagaio-50679-1239822869,08/Oct/2023,19:14:40
Terrenos,,R$ 1.500.086,,Itaporanga D&x27;Ajuda,SE,343m²,Concept Imobi,02/10/2023,https://se.olx.com.br/sergipe/terrenos/sitio-papagaio-50679-1239560259,08/Oct/2023,19:14:40
