tipo,quartos,preço,bairro,cidade,estado,área construida,anunciante,data do anuncio,url,data da coleta,hora da coleta
Terrenos,,R$ 64.500,,Anta Gorda,RS,360m²,Crédito Real | Demandda,27/04/2023,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/terrenos/terrenos-a-venda-no-loteamento-alto-de-palmas-i-em-arroio-do-meio-rs-1177959269,06/Oct/2023,21:00:40
