tipo,quartos,preço,bairro,cidade,estado,área construida,anunciante,data do anuncio,url,data da coleta,hora da coleta
Venda - casa em rua pública,4,R$ 1.030.000,,Estrela D&x27;Oeste,SP,198m²,Luis Carlos Cassola,16/04/2023,https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/imoveis/casa-de-condominio-para-venda-com-198-metros-quadrados-com-4-quartos-1049498361,07/Oct/2023,14:45:30
Terrenos,,R$ 155.000,,Estrela D&x27;Oeste,SP,499m²,Grupo Constructo,14/08/2023,https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/terrenos/terreno-grande-em-estrela-d-oeste-1222069703,07/Oct/2023,14:45:30
Terrenos,,R$ 155.000,,Estrela D&x27;Oeste,SP,378m²,Isadora G.,07/08/2023,https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/terrenos/vende-se-terreno-perfeito-para-residencia-familiar-1219546302,07/Oct/2023,14:45:30
Terrenos,,R$ 1.500.000,,Estrela D&x27;Oeste,SP,93529m²,IMOBILIÁRIA INVISTA,22/09/2022,https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/terrenos/area-para-venda-com-93-529-metros-quadrados-em-distrito-industrial-estrela-d-oeste-sp-1087421530,07/Oct/2023,14:45:30
